FF3206896,G48357,24D
JO8408764,B68668,18E
PQ4940929,NK3635,21D
YV4193018,F92365,19B
TK0157349,AA7900,1A
LB0887873,WN1795,12A
CX3400118,UA4486,2A
TY5554563,WN4359,26D
VA4838994,DL3424,19B
NT4730385,WN2415,24B
FV1750421,DL4164,23B
PP4780038,F95795,27C
SC0925030,G49849,9E
BU7172846,AS8403,25E
CN7057250,SY1075,11E
RZ4001785,F92879,2F
EG5738697,DL7755,1F
QF7538760,SY2914,15D
TG3979235,AS5326,15F
SA3804955,AA3864,16D
GG3709055,F91909,9B
HD9407038,WN6844,7E
UQ6352964,UA4633,3C
UZ4118695,SY8036,20A
ES0270091,F93032,4C
QQ9711885,SY5819,24C
WO3378404,AS2017,26E
LV7615410,AA4640,15C
QD5902570,G44342,13F
KR3663616,DL4739,3E
JC8858628,AA3643,27D
DI5874213,NK1978,19D
OA5068476,WN3733,20C
XE6100468,WN3706,5F
PS9431196,AA9464,11A
AK5554315,G43148,14B
UA5890156,UA4574,9A
OV8089034,DL7051,11E
GA1294572,G43537,10A
ZY1349916,F94567,7D
AW2968628,AS9177,19B
DB4361045,AS6451,27B
AE4045208,NK2675,30B
CF2482049,SY6939,18B
GM9803490,AS6622,14A
XY3129623,AS9177,25B
PW9379139,UA1241,22F
AN9230281,G47817,19C
LC6960175,AA7189,9B
QZ2058511,SY1075,7E
FS4881699,NK1067,10A
IQ3314924,DL3424,11C
CH3719726,WN1105,13D
KP6793597,F94318,17F
AY0250993,WN9737,8F
QH9009336,NK7469,3B
PN4113158,DL3081,21A
CG3274294,G41142,30E
MU2928795,AS3497,30D
EF3472189,WN5188,15A
YN2708489,WN6393,7F
FE8113384,AS8918,24C
IL2145701,B68900,27B
BJ1055185,DL4497,15D
IZ1973404,F91812,12E
AO4316118,SY9450,14D
BD4309672,NK2099,24D
JW7666449,UA3428,20C
XS4177296,DL8326,5E
KD4379048,UA3547,26F
EJ4489745,AA4672,10C
WB9099317,WN6786,22A
WY6376268,SY1452,12F
QL0339515,NK8885,20C
EH3458026,B61186,20D
RA3307583,G41154,3F
AS8281905,WN8320,25E
AZ3126081,AS1625,20C
LK4848363,WN7314,7C
WH5383793,G47754,30F
TW4331892,AA7603,26F
LB0887873,DL3424,4D
GF7334878,F95294,19E
WQ2315270,B66047,18E
LB0887873,G41786,24E
QV2082100,F94567,13F
RR2305214,G46214,10A
GK5738063,DL3882,3B
TB0481212,AS5208,4F
SD2757818,UA4473,3B
ZU7989983,SY3310,1F
XM4989924,UA4433,27D
XJ3070257,WN7682,21C
PC7816634,AA2382,28E
YZ2868205,B68446,20D
SM3771876,SY8218,13C
LC5232418,DL3424,14E
HQ2654039,DL8153,1D
JW0982979,B64167,26C
PN2588127,G46152,24D
DR9678322,F92494,18D
FE0559709,WN3180,28B
CJ1967011,UA1919,15A
US7552949,F94318,21B
HN5527786,F92365,23F
NT5564907,DL4164,21B
PC7816634,WN6028,11C
MS2985069,WN4733,16C
HB0168889,NK3606,21B
BZ5753627,UA9465,1A
MW4462544,SY9450,11D
AE4954456,SY2914,25B
VD8415290,SY1321,16C
EP5181709,NK8066,14F
CS2584541,B67643,28C
YE0524842,B64167,23A
IC4263345,NK3606,5C
PG5640510,WN8320,9B
GA5816818,AA3643,24D
FB2966271,WN4206,20E
HZ7229600,B69270,25E
XM7620466,WN1795,21D
LJ1986325,G49033,24F
BI0088187,WN3706,9A
HB4254818,AS4853,4A
KF6224998,B61522,24E
WU6308251,G45459,25E
BN1087832,DL5026,21E
UW5842228,AS2017,20F
YO1319363,WN3706,6B
HO6472053,AA6356,30B
UK1457580,F95813,6C
VU0215769,DL6094,18E
WZ8189658,WN7322,14B
GR1843946,SY1478,2D
CI2055890,G46152,18F
YY8615017,AA6228,6E
QB6517160,NK3670,23D
OS1265536,UA2123,26D
MT7151459,F96796,16B
MM6088738,G41263,6D
QK0175970,AS8147,17B
FH9100271,WN1157,13F
PO9055758,SY1948,9C
RN5644698,F94764,6E
ZN4831748,AS6049,18D
LV0770950,G47167,5D
IL2145701,SY6858,14A
VP4098982,UA9519,11A
BN6760684,DL7948,25D
UY0397805,AS8014,7C
RI5927315,NK3205,5A
SZ1500562,F97348,19D
YR8786524,F95058,10F
PK0689906,UA4633,2E
AA3795553,G45486,2F
IJ0094044,G45339,15D
KJ9387761,DL7254,6E
TT1914628,NK1462,9C
TM4256625,WN3733,10F
PA3456748,NK3635,3A
MY9873812,WN4359,29E
IY3282225,NK7469,12D
YS1671741,G48714,20B
BG3508056,F96556,18D
SO8181396,UA5473,23D
PI3282495,F96387,7B
CO0288134,UA4433,30A
GB3494894,UA5198,3E
UP3236216,AA6063,29C
VR8326600,UA1919,24E
ZG3687043,WN5716,23B
WC6885547,UA9503,7F
IH0496237,UA9503,14E
UK1418270,SY8036,9A
GX1025791,DL6571,23F
XU0278906,SY1948,25E
GK1785903,NK8277,7A
SQ2024951,AA8867,12C
YL4166325,WN4909,11F
CR0075516,F99400,5C
XA9234508,SY2914,21B
ID3084598,UA4486,24F
GK6823599,B62915,3E
ZS7599059,DL3081,29C
EA9148671,B66047,12D
LD7097673,NK7347,12E
CF2482049,UA2004,3F
AR9322853,F96796,15B
YD4257799,B69270,10B
IX4897239,G45339,3D
VG5807473,SY9777,10D
YR3151791,F96949,10D
EY3807779,UA8195,16A
NA8685233,F92825,26A
MY9873812,NK7314,19F
XT9651571,WN4909,18D
MW0920554,F92816,7D
JL4850069,SY1748,7E
NZ6949565,AS8014,16F
OB9040730,B64837,25A
UQ1638426,NK7347,23D
NZ8947135,NK1798,24A
UI9567282,WN5278,18D
IM7272087,NK2675,1C
LX8663762,G41985,24B
DG2707562,DL6547,26A
RB5666749,UA2888,5F
AV0084417,SY6915,29A
KD6646274,F98339,11B
TQ7916576,SY2681,24F
YS6770296,WN9601,30A
VU2303072,UA7727,25D
OR8362786,NK4814,27B
XT5050356,B65056,1E
VU9790925,NK7347,23B
JT6317752,WN4416,24A
RF0113240,AS6531,6D
WQ3912488,F95736,11F
IX7737659,F94764,16B
PK0689906,AS2017,15E
PD9306896,AA2382,1D
PA3456748,SY5818,25F
KZ8750637,UA7097,23A
ML2353819,SY1821,30A
OC7343658,NK8885,2F
XD9180097,AS5507,30A
DX2349549,UA1599,12A
PS5410180,SY2874,2D
UH1294748,B66455,5A
NI8717150,SY2510,3C
CE4505176,DL8073,19B
CJ5338693,NK2613,15C
DJ7064258,AA6881,30C
LX8663762,B68443,15E
YX9755242,SY5698,25F
IB7774093,AS1625,25F
TW5574523,SY2874,2A
XR7593968,G46225,21E
UV9127508,AS6950,5E
FH3535228,UA7540,26B
PH0520725,SY2141,26C
UT3118308,WN3882,3B
ZJ7289608,UA1919,19C
OT6046031,NK8666,17B
RH2940048,SY8644,23A
TR0342851,WN1105,12A
OU6108778,UA5195,9B
RW4034581,AA7717,6D
DI9229506,NK4192,19B
CD7498891,B69265,21F
ZK3806742,DL6547,17A
KL9166530,SY5819,28C
OU2761089,NK9648,15E
RC0886322,NK7827,5D
NF0117291,SY8036,18B
WB1116521,UA6424,10B
NZ8947135,WN5714,7E
SE6628897,AA8894,23B
KD6772665,DL2230,17C
ZE7678206,SY5171,12D
KF3461678,B65056,23E
QL6328490,NK4964,14A
ME7779493,DL3081,22A
ZQ8835410,AS6451,16B
IZ2788255,UA9465,15A
UZ4118695,B67431,20C
TQ4653647,B68446,13F
ES0270091,UA6424,1C
HC5395963,WN7682,3C
BY3079598,SY5818,27E
VL1104253,UA5274,18A
FP4690444,NK7342,17E
SI0688935,B69918,10D
CB3781115,NK4468,3A
EJ6646020,F98339,27E
NM0927770,G47754,27C
AT8934851,G41446,29D
BP8734376,NK7314,24C
PU5789228,AA6063,3C
UL0443538,G49033,24F
WC3921099,F92879,25C
EF5774482,AA8894,2C
ZE6436983,DL8923,15B
GN4936152,SY1748,7E
EZ7900478,AS7701,20C
PY1584333,F94628,12D
HR0549397,WN3733,1D
IX7512796,B62145,22C
YE7979683,NK5275,8F
BJ2005063,F96949,21E
TP6786867,DL6021,30B
JJ0128561,NK7827,4B
GX1025791,G41786,7B
NV0330701,AS2693,4C
CF6945155,B66047,6B
TF8355115,WN5411,26D
MQ3882948,G44430,4A
JG5580976,F95813,7F
RJ9771492,F93006,13E
WC6885547,B61071,13F
HB0168889,F95795,19E
RT4282176,SY1948,7C
OE6652415,UA5038,2B
FG4436960,WN2013,27A
WG4909060,B69265,16E
AQ0898774,B66047,22F
RS7104018,AA6228,21F
VU9790925,WN3706,16D
ME2491142,NK2985,29B
CU7237565,DL4696,13B
MD7998628,G41154,18F
JP1581428,F97552,16B
AD8165656,NK8885,18C
GA7579595,G47754,18A
PD2382726,UA7693,15E
DI9229506,DL7051,27A
HM7199949,SY8218,16B
MX8438854,G45194,25E
WB7106001,AS6451,23B
WB1571564,G41446,10E
OO5716758,SY1530,9E
KF7519700,B66041,28D
FU5615251,SY1437,28C
BS5083497,NK3900,26B
SW2011782,AS2017,8C
QM6110057,WN2556,8C
YL4166325,SY8661,21E
YG3367860,NK4192,9B
ZB0173072,WN5353,25D
AS8281905,WN8857,20E
BQ6674059,UA1486,9D
KS7307064,NK3900,11D
UK7445709,NK1017,24B
MW1304717,SY1821,26C
AU4402557,NK1978,25D
GO5127206,G42640,12F
ER3162902,B64098,21D
NT4473944,NK4468,27F
SA5656526,AA7717,8B
KO0691737,WN3706,15F
IL4693537,G43537,29E
UK9529143,UA2663,23C
ME4924684,B65496,20A
HY7214429,AS2376,19E
TP2721573,NK3635,5F
GM7237065,B68668,13B
TC9563027,AA6228,1B
II9784133,F94764,20B
JZ8678175,WN1105,6F
UV8578586,G44023,12B
LT5117884,WN2583,14B
MH9026374,B64167,3D
DT6799651,F91812,1B
AD1726348,AA3427,15C
SY5970301,SY6858,18E
TH4970991,NK1934,15D
GR2845321,AS8506,17A
SH3071611,WN6393,5F
NS9663302,SY7893,22D
IS6529275,B65496,17F
ZB3692596,NK8119,24F
JF3119013,AA4640,16B
TW7215480,G49193,22E
TM5624438,B68900,18E
UG9163850,WN6149,12B
GV9741122,WN7830,23E
EZ7952944,SY3251,8B
AL2539273,G45339,29C
UL8002973,B68900,23A
SP9792823,F96858,18C
NU5096817,UA3866,16B
DR9844498,DL8153,22B
UR5239393,UA7540,7F
TI9773783,G49033,20D
KY8762271,SY1948,12B
PS5158607,AA8499,23F
TW5574523,G48864,23E
ZH4455516,G49849,15B
OV5975117,UA8018,18E
JK0771855,DL4211,15B
EZ2919069,F93006,2D
EW7445219,SY9733,10B
PI3282495,AS2693,23C
GN4936152,F96107,13C
ZZ5689774,WN3175,19C
TX4846399,WN3753,5E
LC6960175,WN1157,23D
MN7043581,SY8369,23F
IA3429941,G41031,5E
CF0423111,WN3706,10A
VS2397674,G46225,29E
JP1581428,WN5837,21B
CF2493570,DL7051,18B
II9784133,AS7701,17C
GV4208901,B67231,2B
EK4435067,DL8326,25B
TH7527910,DL5026,15D
HI2349543,WN5411,4E
SP2668530,SY2712,14E
KA9231965,B62506,18C
NO7708552,WN6080,10C
JI3334439,F92816,11D
PI5708675,UA3976,11F
QZ2994366,F95736,19B
IY3282225,NK2613,27D
BA1976672,WN6149,22A
XB5133766,B62145,7F
HC5990162,G46152,22E
VC5274138,AS2394,23E
GT6694869,F99177,16A
ZR0141226,AA4066,7B
MB5485761,SY5698,8A
QF7538760,AA7603,1E
AZ6925116,F91153,8B
WV8939759,B65056,7D
BQ5489414,DL4849,1A
OQ6279675,WN5716,12F
HD2831380,NK1462,27E
DN1785599,G49033,23E
MS2985069,WN6797,15F
KY8762271,NK1067,14C
MD4342195,G41263,13F
WJ7479683,F92521,14B
PD7833986,WN6393,19F
NS9663302,SY1452,29E
WR7972539,G43148,3D
ND9818765,NK3153,3A
DR1727318,UA7831,2F
CF0909381,NK4069,28F
SD2757818,UA2834,4E
UZ4118695,WN7844,10D
IE6411527,F97500,24F
ZZ4999127,WN4109,1C
KZ1814049,AA2382,11E
MI1968190,WN2722,8D
XJ5437820,SY1075,6C
PH4710186,G42213,6F
XA2666960,SY8644,22C
TJ3025768,WN5278,29E
IY3282225,WN4909,8B
HN6515025,B69341,27F
IF1095141,F92616,6C
YN0869695,G41985,12E
CF6945155,AS4853,24E
QJ5533858,DL2546,30E
WQ4605092,G46214,13D
BQ5275515,G49849,19B
SN2603512,SY2141,20B
SR2725588,UA1599,20E
ST2211066,G42389,1C
RK9681227,F93032,1C
FH9173504,AA7900,1A
TJ1881959,F97500,11A
GB3494894,SY6295,4E
HP3182663,SY4732,6C
WG6319975,AA6063,20A
SL8157288,AS8403,25E
ZU5007498,DL7948,2A
HS8091878,B63223,9D
RB1730471,F94628,3F
CN1321139,DL5240,12D
CD8337394,UA7727,13A
CB5971469,AS8918,7E
PD8837503,AS3647,5C
HO2192589,AA7260,8B
NF4934146,DL2230,18C
FH4796691,F98700,2D
QT9066994,AA4142,23D
GI8938413,NK7827,15E
PJ9071068,AA9721,16B
CH6732097,NK3844,17A
UG3987047,AS8807,14E
RV8811560,F91506,12E
OP6975085,G41263,18D
AT8991722,NK7827,30B
WQ4605092,AS3926,1D
XG4041455,G43627,18A
QP9434854,AS8918,23D
DG8571628,B62121,30B
ZA9701608,SY6939,7D
IP2962210,AS8918,4F
WE6660704,DL4739,24F
AS1867193,AA8894,7D
NE8952034,AA6323,27F
TI8300461,WN2583,13E
XY1636688,DL3452,7D
AR8317291,WN7682,23F
VU0215769,AS5507,4B
QO7566342,AA7722,23F
IX4897239,AA1020,11C
FD1267323,B63223,27B
LB8911728,B65599,6A
BO1254662,AA5506,17C
WA4121382,AS8807,25E
TP2721573,UA2123,29D
ZA5768201,F92825,3B
GM7385661,DL3704,13A
JM7790320,G46225,24E
CT6310898,G47009,7A
UH9881555,DL4239,10A
JE6597723,WN1105,25F
RV8349562,WN1479,24C
UU1002948,SY9733,8E
DY8527272,AS4173,17D
BC9424363,F96949,27B
AH9381807,G44923,1A
ZF7945974,G43364,14D
BF9480341,SY6939,4D
NL2554963,WN3733,23E
LK4138951,DL3882,10A
LB0887873,AA9721,15C
UP1975548,G45459,19D
EN0649061,B62506,20C
ON7970759,UA3976,29B
RX7948893,AA9801,14A
JM0357039,G43772,13C
RI4665936,WN2013,30E
UJ2608798,F96858,13E
XZ7315800,SY9450,27F
HR0549397,WN8626,25E
KH1929067,WN6844,24A
DN1966731,F95813,10F
QR8685100,UA5038,10A
JZ3493625,DL4036,23F
XP7102657,B61522,4B
EZ2590393,SY1437,15F
XH0483962,UA4433,21F
WW0844123,NK7469,21A
XA9722402,UA1919,30A
WV6477726,SY5698,14B
AM4346814,G48357,21B
DE5698065,B69270,12F
FE4854381,DL3452,3A
QG6208858,NK2613,15F
VC8280454,AS2256,28B
SD2757818,NK2675,16E
QI6438689,DL6412,22B
ZQ3861720,UA2888,22D
ZK2499249,SY6915,6A
PN4113158,G43307,3C
JX8072129,G41786,4D
RE3815545,UA5473,26E
DS0228112,AA3864,16A
LD5437964,DL8073,16C
WD1546978,AS6049,21A
MD7998628,F97552,23E
NF4934146,NK1978,15B
NV0330701,WN5388,10B
CZ0153790,UA1130,5A
AM3336308,DL3424,13C
WP2253118,B65056,27D
GD6910708,AA6228,11E
PS5222391,WN8857,11E
EF3202638,WN1795,3C
XK0295174,NK2283,29C
FR3067945,AA7189,13D
SL6496280,G45062,26D
WH6127585,WN6393,20F
HG5079976,F92816,5B
GM9803490,AS6630,18D
YH6260599,SY6295,12D
OB4520431,F94764,3F
NV6814715,UA7727,18C
TH4970991,UA1241,22A
WJ8556857,B66455,24A
OG1804135,UA2004,3C
TI5794955,G45583,6B
WU3203798,AA5886,17A
UG9163850,NK7469,1B
JV9451326,UA2004,14B
CH6732097,UA5038,25B
GW1857410,F91153,23C
EA1433344,B64790,5D
YG9615775,F96387,12E
UJ2608798,G49193,6C
PO9672157,AS5208,10E
HM6824468,NK7342,9B
AZ7283329,DL5240,11D
WE6660704,UA3100,9E
OI3775466,WN3706,23F
HI2349543,WN6317,20D
UL3447125,G48714,18B
DR9678322,WN5188,1D
DO6895509,F94567,5F
BI1846748,G42389,3E
AO8313437,WN7314,9E
EA1433344,NK2749,26C
IV2299746,NK8119,7A
DF9074392,F92825,1F
XE1233950,NK1621,5A
SZ1500562,DL6040,5E
FT3538369,NK1798,3D
UI1014126,F96434,26D
PO0203155,SY1948,18F
FC2014533,B61522,11E
FX1850142,G42640,4B
FV2803128,WN2415,2B
LX8540865,SY6939,11C
SC0925030,NK9301,4C
FL1704894,SY1321,23B
EW4133528,DL6040,3D
WQ2315270,UA6424,28C
RE9154065,NK7134,29D
BP7149981,SY5698,22D
IQ4003615,UA7831,2A
IQ6818534,G47754,6B
LD6036511,F94103,26A
LQ9795930,WN8626,16F
TZ9403939,F97348,10F
OG9834615,F91909,10A
EU0176582,SY8036,28E
DA5895471,SY5819,24E
WX6046273,DL3452,7B
JM0712205,NK1017,18C
ZQ7469574,G45583,21C
MN0852909,AS6630,11E
TP2721573,NK8885,17D
TW5574523,SY3310,12E
SB0296547,WN4359,18E
PS5222391,WN6373,15E
EN0649061,WN5837,2F
CF2493570,WN6844,5E
UP9778597,AS1471,4E
KS6074874,WN8014,9E
CD8895201,DL4211,20E
QL0013490,NK7192,14C
BI0088187,NK4192,24F
EZ9182136,WN3073,30C
NV5682050,G45486,14D
PS9686016,UA1486,23D
YR3151791,WN8320,7D
BM4996449,G46152,23B
MY4711319,AS9075,4B
NI8717150,G46169,25B
OH9940987,NK9262,18C
YY9409845,WN6797,10A
YV7890329,WN3753,4D
JW4465288,WN8320,21C
FD1267323,UA3100,29F
DV2143367,UA1599,29C
QX5218940,AS2017,3D
PE6172787,DL3882,29D
RB6349221,B69265,25F
PI3072603,UA4617,17D
OK4688648,WN9601,30D
NR7971887,SY3251,4D
IN4876689,AS2260,29A
DH4946545,B62882,5F
CJ0079011,F97267,2C
JX9895282,DL8211,28D
ZY1349916,AS6950,29B
MK7495655,G49547,29C
NE7102219,UA4617,1E
ET6940596,B64079,6D
SR6793442,F96434,19B
FR0972497,B66002,11E
PS9317071,SY7893,4C
OT8194724,G43537,18F
VQ1248220,F96234,23B
LV7740427,B65496,12B
WJ6546451,F96234,13C
QL0013490,NK9262,9C
XN5698310,SY8218,3E
CF8935289,NK3900,3F
MO0436306,WN5716,19A
PJ9071068,F92686,10E
SU8278787,NK5912,29A
HH4303737,WN1105,19F
EU9009027,WN3073,23F
LX8540865,G43527,27C
AY5082313,AA6323,23E
RG9422102,B66041,20C
EC7836425,WN7830,10B
CP8222838,SY1748,15B
OQ5783831,F96107,2E
KY0843841,NK3635,12F
NK7288058,UA9387,30B
MS0970330,B61071,29C
VJ0045751,AA8894,22F
II2080405,AA7717,15A
PJ4346704,DL4739,28F
QL0339515,NK7347,29E
NK4815299,NK2749,30B
AO6221895,UA3100,12C
BU8831432,AS8403,30C
PM0114129,NK8004,6A
NQ5161047,F92365,30F
RN5644698,UA1241,30B
ZH4455516,SY7998,4D
MZ2041460,B67431,23E
DW1183404,F96107,1B
UK3230350,G45062,4D
MB4408121,WN5188,3E
NB6703370,B65599,25B
QV9787046,UA2644,25D
RI5927315,DL7755,12D
IN4387842,WN6797,26E
ZJ0032910,G48714,15A
FQ0157954,UA5038,1E
GY8515796,B65056,29A
PF3902662,NK5275,13C
SY6574043,AS6451,1C
OQ1924296,SY2910,20A
NZ3879805,G45459,11F
KT2434415,G42640,22F
JZ4096411,B62882,13E
XN8085024,AS3926,19C
GP8461788,F96107,7F
MA8384623,WN7830,6C
KI8440795,DL5973,21D
BI3123413,AA5055,23D
XM7620466,G49547,26D
LA6214186,F91812,25E
GP2610069,WN5716,15A
RG9439226,NK7342,1E
AE1057645,G43364,2A
IH6633158,DL2230,16E
HP3182663,F93032,13D
NQ5430744,AS3926,4A
AE3127550,B69635,18E
OQ4315947,AA5745,19C
EO9559504,AS6080,1D
RC0886322,NK7192,19A
BO2497026,NK1017,12B
UH1294748,UA9503,30A
CO7613382,UA2123,1A
OQ5783831,B66843,8E
GC3931981,AA9464,2A
QU5274175,DL4585,7D
FI2567100,AS6974,11D
RD9459254,WN7314,8B
BW0321613,SY1530,7B
RV1740157,SY5819,10A
UU1002948,B66002,4F
TG2660371,AA5999,21C
YS6607583,F94103,19B
OB4520431,DL5422,18C
ZX0401910,UA2123,24A
WL3715355,SY9450,26C
HR0549397,AA7410,8B
WW8604404,B67412,27C
NC8444783,AA9464,26D
MR3784104,G47009,1F
ET2916641,SY1948,16A
BW9816328,AS6184,17F
PJ6567776,G41142,21E
QB6517160,DL2507,28A
XB3612270,UA7063,6A
SE6352551,WN2556,9A
IM1212900,G41985,24B
IV2299746,DL2507,30B
PO8142691,WN8857,8E
EG5738697,AA4066,29B
FH3535228,DL6021,17D
DL5275365,UA7486,6F
OC5272832,DL1232,30C
XB2542144,F94628,8A
RS3428210,DL5973,30B
QT9066994,UA5577,6F
GW1857410,G43307,1D
MU8577946,F93032,25F
DH3366608,G41446,24E
YQ1859940,DL7755,15B
JL8359002,AS1471,1E
XO2610124,AS3647,25D
MW4462544,B62287,2C
BU7172846,SY1530,14D
DW5993677,G42389,17F
RB4561633,NK2675,13E
ZG7560973,F97422,28B
EJ0524526,B62853,11D
VS4928395,UA1132,29D
CR0075516,AS6451,2E
LO4338849,G46225,24D
IE6411527,F92494,1C
XI9938024,B64167,22B
WG9539544,AA9464,28A
VD3154913,DL4739,20D
UP9778597,G41031,7D
VC6028887,G43772,13B
HV0777183,UA3547,9D
LU2431594,AS4173,18F
XH0232618,WN3706,5A
LE4453350,AS2376,28E
DA2631042,SY1075,1A
RI4665936,SY1573,24D
DN1785599,DL6910,3D
LO7031488,SY3482,3D
LZ1545434,AA6323,17F
LL2884677,WN9601,15E
MI8454257,NK7342,19C
GI0486478,WN3706,2A
WE1361606,WN6317,10A
BK8271416,AA3427,7F
UW2605499,SY2712,8D
CR9646746,WN5188,12A
OS4600307,F94599,17A
VR5853238,AS7701,2F
BU9621364,SY8036,9A
YH2784481,F97552,19A
KY5467663,AA5999,30E
IE6411527,AA7722,3C
RI6342984,DL2230,1E
FY3307901,AA6881,21A
UP7617855,WN6098,19B
LM4868723,B66041,22A
WU6308251,F91153,24E
LH5081373,SY2047,2A
XW2335443,F93032,7B
XG9017802,NK3153,8C
IZ7079356,UA3100,9F
PB3385100,AS6622,29E
IF1095141,WN5845,16B
PS2005982,DL8326,7B
DK5644849,B67231,27A
WR2650378,SY9777,27B
AD6049559,B62915,23D
RB4973174,NK7347,14C
BE7776050,G49193,6C
HO2724819,NK7342,16A
BB0027002,B69918,1B
QH9495815,AA1020,29B
RI8436387,NK6450,24C
VO4588845,F96949,10B
RJ9771492,G43307,29A
RE3815545,F96387,15C
DZ6690670,SY1573,17A
GK2530271,WN3733,23A
CQ3520150,F96387,17D
JY7694365,G49849,25A
OE6652415,G43148,13E
XY0574575,WN1816,22C
EA1433344,WN9737,2C
BK8271416,WN9601,23D
XE1233950,UA4574,14D
WB8979173,NK1276,15A
OO6920389,DL8153,5C
NX2382660,WN8626,3F
QG9569800,F95058,17F
CP1479390,AA6881,19C
MR0378073,B62145,15C
WU3060158,WN1795,7E
HO3633990,NK5912,26E
PV4068403,SY8218,4B
EX0506005,G46214,1D
TQ7916576,WN5388,10E
DY0750552,G42640,25D
VC6028887,WN6037,16B
FH4542190,DL3081,17B
WV2160538,WN5388,13A
UA1632654,AA6063,21E
DH3669921,G43102,10E
VS3713692,AA3643,1C
RB5666749,G49849,23B
LL2075582,SY9777,24D
YN6759303,SY1437,15A
AM4346814,NK3795,2C
PO6395019,F97348,26D
FA8071743,B61065,27B
KS7307064,WN2556,23D
UH1294748,WN5278,15B
YC8666909,DL7051,8D
XN4846641,WN4909,16B
UK0440520,AA5999,7B
AD6049559,DL3882,3D
KB7373117,DL6094,14A
TU1147528,SY1530,29C
GP8461788,SY6858,12A
RW2419189,UA5473,30A
JW5277124,WN1155,23E
VL4503891,G43527,21B
FA0106578,AS8506,15A
GD9932290,AA8867,20F
KI9574956,B66002,18E
QW1178402,WN4109,23C
RD9459254,DL4696,14D
FI4111644,G48357,6A
NS9663302,AS2777,12F
MZ2041460,NK1017,20B
ZU4364353,NK4468,2C
FF4392772,UA2004,21A
GH5368454,AS1471,6D
NU9177674,F92616,29D
IN7389071,AA9801,14F
AC2249671,WN5278,13E
FI3198721,DL4696,12B
RD9459254,B67958,8C
HC1272204,F94599,12B
BH5472793,WN7682,24B
AT3275318,G43537,7F
PK4378884,B67460,10B
MR3329840,UA7097,29E
CW7116354,NK7342,5B
CH3681059,AA7189,13B
KD4379048,NK7342,13F
GD9932290,UA5577,16E
AD8165656,AS6630,3B
TV6789690,UA5038,5E
JP8401735,SY5171,20B
CH7110035,F98700,11D
LO1438683,WN6149,3C
FU2703306,UA5274,17C
LP4117439,WN7314,12F
KS3687489,DL5240,17C
TI5794955,AS8014,5B
MP8262943,WN3733,29D
OU7476395,UA1486,7A
UM2786032,F92365,10E
MW4462544,SY7190,14A
QB6464714,DL7735,28F
ZP8815000,UA4633,11F
XH6601692,AA9955,13A
GV9741122,WN2556,12C
YS0362856,SY2914,7A
RV1740157,B68446,13E
KU1169327,AA5055,14E
CX2355902,G43537,11B
XQ2099985,AA3236,30E
MQ2671134,WN2013,1D
CF2493570,B65275,23D
RP6313444,SY2914,5A
FL1977720,AA5886,21D
PA3456748,AA3236,12F
GJ7157461,F91812,25D
ER1756064,SY1321,25E
WB8979173,UA5577,11B
SB5728726,G41446,4D
YX1773405,NK7827,27D
ZB4773792,NK8119,4C
GH8109934,WN5291,23F
BS5083497,NK2749,1A
KL1788228,G48864,14B
JM7790320,AS8147,8D
YS7714413,WN9737,24E
AB0560333,DL7865,3E
UY5931360,SY6497,16F
YD4257799,AS7407,14D
KG7832034,B61522,18B
HM8224285,WN3073,5B
HQ2654039,NK4814,18D
WU3060158,F96107,11A
FD0889352,SY5679,23A
BJ8742285,NK9648,19A
TL9629239,WN7257,11F
ON3543895,G47293,22B
YH2219275,AS1471,21A
OW4428985,AS1471,7A
HO2192589,SY6295,22D
QW2324096,AA7260,25A
JG7753089,AS7407,27E
JM1161896,SY7998,20B
PT1962205,B68446,21A
UI6708973,AS4853,11A
WG5100798,WN3175,16E
XJ1615510,DL7051,11C
AA5052401,AA8867,12A
YO8064537,F96949,1F
BN6644188,UA5977,8E
RG6662663,NK3635,23D
LS6739876,NK7484,23B
WC1011125,WN5353,25D
RO3461459,NK8004,8C
BU5594810,UA2663,23D
ZA9701608,AA7900,8E
CN1693304,NK3844,28B
RO9208456,G42389,9C
YJ0594774,DL3424,14F
TU7377461,WN9601,5F
GO7901499,WN4416,7A
LV9349859,G49033,12C
UJ0405344,G47293,5A
EJ3812304,AS9075,15C
KS7776141,NK5823,24B
ZF2175454,AS5507,11D
OT6046031,NK7192,3C
OL2036950,NK4192,4D
ML3897669,F96630,11D
RH2940048,UA7097,17A
PR6004222,UA9503,5F
OV9008734,AS4173,18B
LK4138951,SY7998,23E
PU5789228,NK5275,21E
HS8091878,AA3427,3E
NC5243303,DL8073,27F
HG5693762,SY3482,25C
LV8520682,NK1017,30C
SE1189298,NK1798,20A
HI2668664,G49193,3F
NF0318414,DL8153,20A
GK2530271,DL4473,30E
OT6046031,DL7755,7F
JS8659458,DL7948,3E
XQ2132234,DL6910,29C
QV2082100,NK7192,15F
QJ4277176,G47817,3D
DA2048995,G43364,17F
NC4246815,B66908,1D
BY5671728,NK8119,19F
QG2785012,B62915,22A
BQ6674059,G49849,23C
KG3082122,UA4574,29C
OY0922123,WN6149,1E
CF4578673,WN3753,25B
SC5507465,UA5274,1E
WQ0423923,WN2481,13F
WB8979173,WN3733,8B
HT5436948,NK3635,17B
KI9574956,DL5833,2E
GG0295704,AA5745,12D
